"","�Age","Gender","HasKids","EduLvl","WorkStatus","AnnualIncome","Occupation","YrsJobHeld","MosJobHeld","CommunitySz","CntryOfRes","MaritalStat","NumSons","NumDaughters","DP1","DP2","DP3","DP4","DP5","DPMean","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","AIPMean","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","GPMean","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SWLSMean","OthersLabel","DPMean.1"
"1906",23,"Female","0","deg","student",25000,NA,"1",0,"Large-City","United States","Single","0",0,5,5,5,5,5,5,3,4,5,5,5,4,5,5,5,5,4,5,5,5,5,4.67,5,5,5,4,5,3,5,5,5,5,1,5,5,5,5,5,5,5,1,5,4.45,3,3,3,3,3,3,"yes",5
"1907",55,"Male","1","deg","full-time",250000,"rocket scientist","23",0,"Large-City","United States","Married","0",3,1,1,1,1,1,1,5,5,5,1,1,1,1,5,1,1,5,5,5,1,1,2.87,1,1,5,5,1,5,1,5,1,1,5,1,5,5,5,1,1,5,1,5,3,1,1,1,1,1,1,"yes",1
"1908",16.5,"Male","0","lthigh","student",10000,NA,"0",0,"Small City","United States","Single","0",0,5,4,2,2,2,3,3,4,5,4,4,5,5,2,4,4,2,2,3,5,4,3.73,4,4,1,1,1,1,4,1,5,5,5,4,4,2,4,5,4,5,5,5,3.5,1,3,2,2,2,2,"yes",3
"1909",45,"Female","1","high","full-time",35000,"manufacturing","12",0,"Medium-Sized","United States","Married","1",2,4,2,4,3,4,3.4,4,1,4,4,2,2,2,4,2,3,4,1,3,2,2,2.67,4,2,4,2,4,4,4,4,4,2,3,4,4,4,4,4,4,2,2,3,3.4,2,1,3,2,2,2,"yes",3.4
"1910",21,"Male","0","ltuni","part-time",10000,"Sales Rep","1",8,"Large Town","United States","Single","0",0,5,2,3,1,1,2.4,2,1,5,2,1,5,5,2,1,4,1,3,2,1,1,2.4,4,1,3,5,4,2,4,3,4,1,2,4,2,4,5,3,3,4,5,4,3.35,5,5,5,5,5,5,"yes",2.4
"1911",37.5,"Male","0","ltuni","full-time",87500,NA,"1",4,"Medium-Sized","United States","Single","0",0,4,4,5,3,3,3.8,2,1,4,2,4,1,4,4,4,4,3,2,4,2,4,3,5,3,4,5,2,3,5,4,5,1,3,4,4,3,4,3,3,4,5,5,3.75,3,4,1,3,2,2.6,"yes",3.8
"1912",28,"Female","1","lthigh","unemployed",NA,NA,"0",0,"Medium-Sized","United States","Single","1",0,3,4,3,3,3,3.2,3,4,4,2,5,5,5,5,5,5,5,5,5,4,4,4.4,1,3,4,5,5,5,5,5,5,3,3,4,4,4,5,4,4,5,5,5,4.2,1,1,1,1,1,1,"yes",3.2
"1913",28,"Male","1","ltuni","full-time",25000,"Software Developer","1",5,"Small Town","United States","Married","2",0,4,4,4,5,5,4.4,4,4,5,5,5,3,5,4,5,5,5,4,4,5,4,4.47,5,2,4,5,4,4,4,5,4,5,4,4,4,4,2,5,5,5,4,4,4.15,3,4,2,5,3,3.4,"yes",4.4
"1914",45,"Female","0","deg","part-time",25000,"Paralegal","17",0,"Large-City","United States","Single","0",0,5,3,3,3,3,3.4,4,1,4,3,2,3,3,4,2,3,5,2,4,1,4,3,3,3,3,5,1,3,3,3,4,3,2,4,5,3,3,4,3,4,3,4,3.3,2,2,2,2,1,1.8,"yes",3.4
"1915",55,"Male","1","phd","full-time",150000,"engineer","8",0,"Small City","United States","Married","0",2,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,5,3,5,3,4,3.6,3,3,3,5,4,3,3,5,5,1,2,5,5,5,5,2,3,5,5,5,3.85,2,3,3,3,3,2.8,"yes",4
"1916",19,"Male","0","ltuni","part-time",10000,"Capstone Golf Course","0",3,"Small City","United States","Single","0",0,3,4,4,2,2,3,1,2,5,3,2,2,5,4,2,4,4,3,3,3,1,2.93,4,2,5,5,3,3,4,5,5,4,5,4,3,5,5,4,2,3,4,4,3.95,2,3,3,1,3,2.4,"yes",3
"1917",21,"Female","0","dip","student",10000,NA,"0",0,"Small Town","United States","Single","0",0,4,3,2,2,3,2.8,1,1,2,1,2,2,1,3,2,3,3,1,2,1,1,1.73,3,2,2,2,3,2,3,2,4,2,2,3,1,2,3,2,2,3,3,4,2.5,3,3,4,3,3,3.2,"no",2.8
"1918",23,"Female","0","deg","full-time",35000,"Legal Assistant","0",6,"Large-City","United States","Single","0",0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,2,1,1,1.4,1,1,1,4,2,3,1,5,1,1,3,1,1,4,1,1,1,3,1,1,1.85,2,4,3,5,4,3.6,"no",1
"1919",20,"Male","0","ltuni","student",10000,"laborer (construction)","6",0,"Medium-Sized","United States","Single","0",0,3,3,3,2,2,2.6,1,1,5,3,2,2,4,3,2,4,4,3,2,2,3,2.73,3,2,3,5,3,3,3,4,4,5,5,4,1,2,4,4,3,3,4,4,3.45,4,4,4,4,3,3.8,"yes",2.6
"1920",21,"Female","0","ltuni","student",10000,NA,"0",0,"Medium-Sized","United States","Single","0",0,2,3,2,2,2,2.2,1,2,5,5,2,2,2,2,2,3,1,3,1,2,1,2.27,1,1,1,1,1,1,1,1,3,2,4,2,1,1,3,1,3,2,3,2,1.75,4,4,4,4,4,4,"no",2.2
"1921",45,"Female","1","deg","full-time",87500,"Computer Programmer","17",0,"Large-City","United States","Married","0",1,2,3,3,2,2,2.4,1,1,3,2,1,1,1,1,1,2,2,1,2,1,1,1.4,2,1,5,1,2,1,2,2,3,1,4,3,1,1,1,5,1,3,3,1,2.15,4,5,5,5,5,4.8,"no",2.4
"1922",32.5,"Female","0","deg","part-time",25000,"temporary office","0",1,"Medium-Sized","United States","Single","0",0,4,4,4,4,4,4,2,2,5,4,3,1,4,5,3,4,5,4,4,4,4,3.6,4,2,2,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3.75,2,2,2,2,2,2,"yes",4
"1923",32.5,"Female","0","ma","",NA,NA,"0",0,"Large-City","United States","Married","0",0,4,5,4,3,3,3.8,1,2,4,3,3,2,3,3,2,3,3,4,3,3,4,2.87,4,2,2,3,5,5,4,4,4,3,4,4,2,4,3,3,4,4,5,3,3.6,5,5,4,4,3,4.2,"yes",3.8
"1924",37.5,"Female","0","phd","part-time",NA,"Student and Private Curator","3",8,"Large-City","United States","Married","0",0,3,3,2,1,2,2.2,2,2,1,4,3,1,3,4,1,3,3,3,2,3,3,2.53,3,2,1,4,3,2,3,4,3,3,4,2,3,3,4,2,3,3,3,3,2.9,2,2,2,2,2,2,"yes",2.2
"1925",32.5,"Female","1","deg","full-time",10000," houswife","2",0,"Large Town","United States","Married","0",1,4,5,5,5,5,4.8,1,1,1,1,3,2,1,2,2,3,2,2,2,2,3,1.87,4,1,2,4,4,4,4,4,5,2,3,3,1,3,4,4,4,4,4,4,3.4,4,4,4,5,3,4,"yes",4.8
"1926",28,"Female","0","phd","student",25000,"Graduate Assistant","3",9,"Small City","United States","Single","0",0,5,3,5,5,5,4.6,1,2,5,4,3,2,5,3,2,4,2,4,2,4,4,3.13,5,2,2,4,4,3,4,5,1,3,2,5,2,3,4,3,3,4,4,4,3.35,3,3,4,4,4,3.6,"yes",4.6
"1927",45,"Male","1","ma","full-time",67500,"Programmer Analyst","23",0,"Medium-Sized","United States","Married","1",1,2,3,2,2,2,2.2,1,1,3,3,2,2,2,3,2,2,3,2,2,1,3,2.13,3,1,2,3,1,2,2,3,3,2,2,2,1,3,3,1,1,4,3,4,2.3,2,2,2,2,2,2,"no",2.2
"1928",55,"Female","0","deg","full-time",45000,"Town Clerk","23",0,"Rural/Country","United States","Single","0",0,3,3,2,1,1,2,1,1,2,4,4,1,1,3,1,4,2,3,4,2,2,2.33,3,1,2,4,3,2,2,2,3,2,2,3,2,4,3,4,3,3,3,4,2.75,3,3,3,3,3,3,"no",2
"1929",45,"Male","1","phd","full-time",150000,"Attorney","23",0,"Small City","United States","Married","3",0,2,3,3,2,2,2.4,1,2,1,3,3,2,2,3,3,3,2,2,2,3,3,2.33,3,1,2,1,1,2,2,2,3,1,1,3,2,3,3,4,3,4,3,3,2.35,3,4,4,4,3,3.6,"no",2.4
"1930",32.5,"Male","0","ma","full-time",150000,"Consulting Manager","2",0,"Large-City","United States","Single","0",0,3,3,2,3,3,2.8,2,3,5,3,3,2,5,4,4,4,3,5,3,4,3,3.53,4,3,5,3,3,3,3,3,4,5,4,5,3,3,4,4,3,5,4,4,3.75,3,4,3,3,1,2.8,"yes",2.8
"1931",45,"Female","0","deg","full-time",45000,"Investigative Specialist","5",5,"Large-City","United States","Single","0",0,5,2,5,3,3,3.6,4,3,5,5,2,3,3,2,4,4,3,5,1,5,5,3.6,5,1,3,2,3,1,1,3,4,2,5,3,2,3,3,4,5,4,3,4,3.05,4,4,5,5,3,4.2,"yes",3.6
"1932",45,"Female","1","ma","full-time",67500,"writer / lecturer / consultant","3",0,"Large-City","United States","Divorced","1",1,2,2,1,1,1,1.4,4,3,2,4,3,1,3,3,3,3,1,4,1,3,2,2.67,3,1,1,3,1,1,2,2,3,3,2,3,3,2,3,4,2,2,2,3,2.3,5,4,5,5,4,4.6,"no",1.4
"1933",55,"Male","1","phd","full-time",250000,"md","30",0,"Large-City","United States","Married","1",1,2,1,1,1,1,1.2,1,2,3,3,1,1,1,2,2,2,2,2,2,2,2,1.87,1,1,3,3,5,4,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,3,4,4,5,2,3.6,"no",1.2
"1934",67.5,"Male","0","phd","full-time",87500,"Asst. Prof.","17",0,"Medium-Sized","United States","Married","0",0,2,2,1,1,1,1.4,1,1,2,3,2,2,1,2,5,3,2,2,1,1,1,1.93,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1.6,3,3,3,3,3,3,"no",1.4
"1935",55,"Female","0","deg","full-time",150000,"EHS Manager","6",6,"Medium-Sized","United States","Married","0",0,2,2,2,2,1,1.8,1,2,3,3,3,1,1,3,2,3,3,2,2,2,1,2.13,2,3,2,5,1,2,1,2,4,1,4,5,1,2,3,5,3,3,3,3,2.75,3,3,3,3,2,2.8,"no",1.8
"1936",32.5,"Female","0","phd","student",15000,NA,"4",0,"Medium-Sized","United States","Single","0",0,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,2,2,1,1,1.4,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1.5,3,3,3,3,3,3,"no",1
"1937",28,"Male","1","ma","full-time",67500,"engineer","3",0,"Large-City","United States","Married","0",1,3,4,3,2,2,2.8,1,4,5,3,3,1,4,4,2,2,5,5,4,5,2,3.33,3,1,4,1,2,4,3,4,4,2,4,3,1,3,4,4,2,3,2,3,2.85,4,4,5,4,5,4.4,"yes",2.8
"1938",45,"Male","1","ma","full-time",150000,"Program Manager","2",0,"Medium-Sized","United States","Married","1",1,4,4,3,3,3,3.4,1,1,4,2,4,4,2,5,2,4,3,1,4,1,1,2.6,4,1,3,1,4,3,5,2,4,1,2,5,4,4,5,4,3,5,3,4,3.35,4,4,4,4,2,3.6,"no",3.4
"1939",24,"Male","0","dip","full-time",55000,"Analyst","1",1,"Medium-Sized","United States","Single","0",0,4,3,3,4,4,3.6,1,1,4,2,2,1,2,3,3,3,5,1,1,1,2,2.13,4,3,4,2,4,2,4,4,4,1,1,4,3,4,3,4,4,3,4,4,3.3,4,4,3,4,3,3.6,"no",3.6
"1940",28,"Male","0","phd","full-time",35000,NA,"0",2,"Large-City","United States","Single","0",0,3,3,2,2,2,2.4,1,1,4,4,4,2,3,4,2,2,2,2,3,4,4,2.8,4,2,3,4,2,2,3,1,3,4,2,4,2,2,3,5,5,4,2,3,3,3,3,3,4,4,3.4,"no",2.4
"1941",37.5,"Male","0","phd","full-time",250000,"Attorney","10",0,"Large-City","United States","","0",0,3,3,3,2,2,2.6,2,3,4,3,2,2,3,3,3,4,2,3,4,3,4,3,3,2,2,3,2,3,3,4,4,2,3,4,2,3,4,3,3,3,3,3,2.95,2,3,4,3,2,2.8,"yes",2.6
"1942",23,"Female","0","ma","student",15000,"Ornithology Graduate Student and Teachin","0",8,"Medium-Sized","United States","Single","0",0,3,2,3,2,2,2.4,1,1,3,2,2,1,2,2,2,3,3,2,3,2,3,2.13,4,2,2,2,3,2,3,4,3,2,2,4,2,2,3,3,3,3,3,2,2.7,5,4,5,5,5,4.8,"no",2.4
"1943",19,"Female","0","ltuni","student",NA,NA,"0",0,"Rural/Country","United States","Single","0",0,4,3,4,2,2,3,2,2,3,4,4,3,5,4,5,5,2,4,2,3,1,3.27,4,2,3,4,3,5,4,4,4,4,4,5,2,3,3,2,3,4,5,3,3.55,3,4,3,3,2,3,"yes",3
"1944",55,"Male","0","ma","retired",10000,NA,"1",0,"Large-City","United States","Single","0",0,2,4,2,2,2,2.4,1,1,3,2,5,4,2,2,2,5,1,1,2,1,3,2.33,5,1,2,2,1,2,5,3,5,1,2,5,1,1,2,3,2,4,2,3,2.6,2,2,2,2,2,2,"no",2.4
"1945",45,"Male","0","phd","student",10000," Research/Teaching Assistant","6",0,"Medium-Sized","United States","Single","0",0,4,5,5,4,4,4.4,1,3,4,5,5,5,5,4,5,5,2,4,1,5,5,3.93,5,3,5,5,4,4,5,4,4,5,5,1,1,1,5,5,5,5,4,4,4,2,2,2,2,1,1.8,"yes",4.4
"1946",45,"Female","0","ma","full-time",87500,"Marketing","4",2,"Medium-Sized","United States","Divorced","0",0,2,2,2,2,2,2,1,2,2,3,3,2,4,4,2,3,4,3,1,3,3,2.67,3,2,3,5,1,2,2,2,4,4,3,3,1,2,3,5,5,5,1,4,3,3,5,4,4,3,3.8,"yes",2
"1947",23,"Male","0","ltuni","full-time",45000,"Dealer","1",10,"Medium-Sized","United States","Single","0",0,5,3,2,4,4,3.6,1,1,5,4,2,2,4,4,3,4,4,2,2,1,4,2.87,4,4,3,3,2,2,4,4,4,2,4,4,1,2,4,2,2,3,4,4,3.1,4,4,1,2,3,2.8,"yes",3.6
"1948",37.5,"Female","1","deg","full-time",67500,"RN","13",11,"Medium-Sized","United States","Married","3",1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,5,5,4.73,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,4,2,2.4,"yes",5
"1949",45,"Female","1","deg","part-time",10000,"Artist","7",0,"Medium-Sized","United States","Married","2",2,4,4,4,3,3,3.6,1,1,3,3,2,2,3,3,2,3,2,2,3,2,3,2.33,4,3,2,4,2,3,3,4,3,2,3,3,3,3,3,3,2,4,4,3,3.05,3,4,3,4,2,3.2,"no",3.6
"1950",55,"Male","0","deg","full-time",150000,"engineer","5",0,"Medium-Sized","United States","Single","0",0,3,3,4,3,3,3.2,1,1,2,2,3,2,3,3,3,2,3,1,3,1,4,2.27,4,2,2,1,4,4,3,3,3,1,2,4,2,3,3,4,3,3,4,3,2.9,2,2,2,3,2,2.2,"no",3.2
"1951",37.5,"Female","0","deg","full-time",67500,"Editor","1",3,"Small Town","United States","Single","0",0,4,4,3,1,1,2.6,1,3,4,4,4,2,3,2,2,4,2,4,3,4,2,2.93,5,2,3,5,3,2,4,4,4,3,5,4,1,2,3,2,1,1,5,5,3.2,3,1,3,2,1,2,"yes",2.6
"1952",45,"Male","0","dip","part-time",67500," consultant","6",6,"Small City","United States","Single","0",0,2,2,3,2,2,2.2,1,1,2,3,2,3,2,2,2,3,2,2,2,2,3,2.13,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,4,2,2,2,3,2.3,3,3,2,4,3,3,"no",2.2
"1953",32.5,"Male","1","ma","full-time",45000,NA,"0",1,"Medium-Sized","United States","Married","2",0,3,2,4,1,1,2.2,1,1,2,2,2,3,1,3,1,2,5,2,3,2,2,2.13,3,2,2,2,3,2,2,2,3,2,4,3,2,2,3,4,4,3,2,3,2.65,4,4,4,3,4,3.8,"no",2.2
"1954",45,"Female","1","ma","part-time",55000," teacher","2",0,"Small City","United States","Married","1",0,4,5,4,3,3,3.8,3,3,4,3,4,1,4,5,4,4,2,4,4,2,4,3.4,5,2,4,2,5,2,5,3,5,3,4,5,3,5,4,5,4,5,4,4,3.95,3,4,2,3,3,3,"yes",3.8
"1955",32.5,"Female","0","ma","student",15000,NA,"0",0,"Small City","United States","Single","0",0,4,3,4,3,3,3.4,1,3,4,4,3,5,5,4,3,5,3,4,2,4,5,3.67,5,2,3,5,2,2,3,3,4,4,1,4,2,3,5,5,5,5,5,5,3.65,3,4,4,3,2,3.2,"yes",3.4
"1956",32.5,"Female","0","ma","full-time",55000,"Marketing","1",1,"Medium-Sized","United States","Single","0",0,3,2,3,2,2,2.4,2,2,5,3,2,3,2,3,2,2,3,4,4,3,4,2.93,3,1,2,5,4,2,3,2,2,2,2,3,4,2,3,3,3,3,4,3,2.8,3,3,4,5,4,3.8,"no",2.4
"1957",55,"Male","1","phd","full-time",250000,"Attorney","28",0,"Large-City","United States","Married","5",5,4,4,4,3,3,3.6,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3.93,5,3,4,1,3,3,4,4,4,4,4,4,3,4,4,5,4,5,5,4,3.85,3,3,3,3,2,2.8,"yes",3.6
"1958",20,"Female","0","ltuni","part-time",10000,"Mentor/Special Events intern","0",7,"Large Town","United States","Single","0",0,3,1,4,1,1,2,2,1,3,3,2,1,2,2,1,1,3,2,3,1,1,1.87,1,1,2,2,2,1,1,3,1,4,5,1,2,3,1,2,2,2,2,2,2,3,3,5,5,3,3.8,"no",2
"1959",24,"Male","1","ltuni","part-time",15000,"IT Technician","3",0,"Small Town","United States","Married","0",1,5,5,5,5,5,5,3,2,4,5,5,3,5,5,5,5,3,4,3,3,5,4,5,3,2,4,2,2,5,5,5,3,1,5,3,3,5,5,5,5,5,5,3.9,1,1,3,1,2,1.6,"yes",5
"1960",55,"Female","1","deg","full-time",55000,"Real Estate Appraiser","14",0,"Medium-Sized","United States","Divorced","1",1,4,3,2,3,3,3,4,4,5,5,4,3,5,3,4,5,3,3,3,4,5,4,5,3,3,5,4,3,4,3,4,4,1,5,3,4,4,5,4,4,5,1,3.7,2,2,2,3,1,2,"yes",3
"1961",32.5,"Male","0","ma","full-time",150000,"Software Developer","1",0,"Small Town","United States","Married","0",0,4,5,1,1,1,2.4,5,3,3,5,5,5,5,5,5,5,3,4,1,3,5,4.13,1,1,1,5,2,2,4,1,4,3,2,5,1,1,3,2,2,5,5,5,2.75,1,2,3,3,1,2,"yes",2.4
"1962",24,"Female","0","ltuni","student",15000,"Server","0",8,"Medium-Sized","United States","Single","0",0,3,4,4,4,4,3.8,3,3,5,4,5,5,5,5,4,4,4,4,4,4,5,4.27,5,3,3,5,5,4,5,4,4,4,3,4,4,3,5,5,5,5,5,4,4.25,3,3,3,4,2,3,"yes",3.8
"1963",24,"Male","0","ltuni","student",10000,NA,"4",0,"Small City","United States","Single","0",0,5,5,5,5,5,5,5,1,5,3,5,5,5,5,5,5,5,3,5,5,5,4.47,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4.7,1,1,1,1,1,1,"yes",5
"1964",32.5,"Male","0","phd","part-time",35000,"Attorney - self employed for 2 years – f","2",0,"Medium-Sized","United States","Married","0",0,5,4,4,5,5,4.6,4,2,5,3,5,5,5,5,4,5,4,2,5,2,5,4.07,4,3,3,3,3,3,5,5,5,3,4,5,4,3,4,5,5,3,5,4,3.95,2,3,2,4,1,2.4,"",4.6
"1965",45,"Male","1","phd","full-time",NA,NA,"3",0,"","United States","Married","0",2,3,3,3,3,2,2.8,1,3,2,4,4,4,4,5,5,5,4,5,5,4,4,3.93,4,1,3,3,3,3,4,2,5,5,4,5,1,2,4,5,5,2,2,2,3.25,5,5,5,5,5,5,"yes",2.8
"1966",20,"Female","0","ltuni","student",10000,"Server","1",0,"Large-City","United States","Single","0",0,3,5,5,4,4,4.2,1,2,4,5,3,1,5,5,2,4,3,3,2,5,1,3.07,4,3,2,1,2,2,3,3,4,4,5,4,1,3,4,4,3,2,4,2,3,4,5,4,4,4,4.2,"yes",4.2
"1967",20,"Female","0","ltuni","student",10000,"Tour Guide","0",2,"Large-City","United States","Single","0",0,3,3,1,1,1,1.8,1,2,1,3,3,3,2,4,1,2,3,2,4,3,2,2.4,2,1,3,1,3,2,2,2,3,1,2,4,1,1,3,4,2,2,3,2,2.2,4,4,4,4,2,3.6,"no",1.8
"1968",45,"Female","0","deg","full-time",67500,"manager","2",0,"Medium-Sized","United States","Single","0",0,3,3,2,2,2,2.4,1,1,2,1,2,1,1,2,1,2,3,1,3,1,2,1.6,3,2,2,2,2,3,3,2,4,1,2,2,2,2,2,2,3,3,2,2,2.3,4,4,4,3,2,3.4,"no",2.4
"1969",55,"Female","1","ma","retired",35000,NA,"0",0,"Rural/Country","United States","Widowed","2",0,3,2,2,1,1,1.8,1,1,1,2,2,3,2,1,1,1,3,1,2,1,2,1.6,2,1,1,2,2,2,3,3,2,5,1,1,1,2,1,2,2,2,2,2,1.95,4,4,4,4,3,3.8,"yes",1.8
"1970",32.5,"Female","0","ma","student",15000,"Graduate student--research and teaching","1",6,"Large-City","United States","Single","0",0,2,2,3,2,2,2.2,1,1,3,3,2,1,3,3,2,3,1,3,2,2,2,2.13,3,1,2,3,2,2,3,2,4,3,2,3,1,1,3,4,2,3,3,4,2.55,3,4,4,5,4,4,"no",2.2
"1971",45,"Male","0","ma","full-time",45000,"writer","12",0,"Small City","United States","Married","0",0,2,1,4,1,1,1.8,1,1,1,2,3,3,4,4,3,5,5,2,2,1,5,2.8,5,2,2,2,5,3,3,1,5,3,2,5,2,5,3,5,5,2,4,1,3.25,3,3,3,2,4,3,"yes",1.8
"1972",20,"Female","0","ltuni","full-time",10000,"Server","0",6,"Medium-Sized","United States","Divorced","0",0,4,5,3,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,4.8,3,4,5,5,3,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4.6,1,1,3,1,1,1.4,"yes",4
"1973",37.5,"Female","0","ma","full-time",NA,"Technical Trainer","2",5,"Large-City","United States","Married","0",0,2,3,2,1,1,1.8,1,3,3,5,3,2,4,3,3,3,2,5,2,5,3,3.13,4,2,2,5,3,3,4,3,3,3,4,3,3,2,4,3,3,3,3,4,3.2,3,1,3,3,1,2.2,"no",1.8
"1974",45,"Male","1","phd","full-time",67500,"college professor","1",0,"Large-City","United States","Married","1",1,3,3,3,2,2,2.6,3,2,5,3,3,3,4,4,4,4,3,3,4,2,5,3.47,4,2,2,5,1,2,5,3,5,3,3,4,5,4,4,2,3,4,5,4,3.5,2,2,2,2,1,1.8,"yes",2.6
"1975",67.5,"Male","0","phd","full-time",150000,"college professor","12",0,"Large-City","United States","Married","0",0,4,5,5,4,4,4.4,4,4,5,5,5,5,5,5,5,5,3,3,3,4,5,4.4,5,4,3,4,2,3,3,5,5,5,5,5,5,4,5,5,5,5,3,5,4.3,2,2,2,3,2,2.2,"yes",4.4
"1976",55,"Male","0","ltuni","full-time",67500,NA,"3",0,"Medium-Sized","United States","Divorced","0",0,4,3,4,3,3,3.4,4,3,2,4,5,4,5,4,5,5,5,3,5,2,4,4,4,3,4,3,1,1,3,4,4,2,2,4,5,5,4,5,5,5,5,4,3.65,2,3,3,2,2,2.4,"yes",3.4
"1977",20,"Female","0","ltuni","student",10000,NA,"0",0,"Large-City","United States","Single","0",0,2,1,1,1,1,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,1.25,4,4,4,4,5,4.2,"no",1.2
"1978",32.5,"Male","0","deg","student",10000,"catholic priest/ full timestudent","3",3,"Rural/Country","United States","Single","0",0,1,1,1,2,1,1.2,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1.27,1,1,2,1,1,1,1,1,1,1,4,2,1,1,1,1,4,2,1,1,1.45,4,2,1,5,1,2.6,"no",1.2
"1979",37.5,"Male","0","ma","full-time",67500,"Geophysicist","12",0,"Large-City","United States","Married","0",0,4,5,4,4,4,4.2,1,2,4,5,5,5,5,3,4,5,4,3,2,4,4,3.73,4,2,2,4,3,2,4,2,5,4,2,4,2,3,3,4,2,5,4,4,3.25,3,3,3,4,3,3.2,"yes",4.2
"1980",28,"Female","0","dip","full-time",55000,"Research Associate","0",3,"Large-City","United States","Single","0",0,3,1,1,1,1,1.4,1,2,3,3,3,2,2,1,3,4,1,3,2,4,5,2.6,3,3,3,2,1,2,1,1,3,3,4,4,1,1,3,3,3,1,1,1,2.2,4,2,1,3,1,2.2,"yes",1.4
"1981",45,"Male","1","phd","full-time",87500," teacher","1",0,"Small City","United States","Married","0",1,5,4,3,3,3,3.6,3,1,4,1,4,4,4,5,4,5,5,1,1,1,3,3.07,5,1,1,1,1,1,4,3,5,1,1,5,2,2,4,1,1,4,5,4,2.6,3,3,3,2,2,2.6,"no",3.6
"1982",45,"Female","1","ma","full-time",55000,"ISTraining Coordinator","4",11,"Small City","United States","Married","0",1,3,4,4,4,4,3.8,5,3,3,4,4,3,5,4,3,4,4,5,4,4,5,4,5,3,4,5,3,2,4,4,4,5,4,4,5,5,5,4,4,4,4,5,4.15,3,4,4,4,4,3.8,"yes",3.8
"1983",28,"Female","0","phd","student",87500," teacher","3",0,"Large Town","United States","Married","0",0,4,5,4,2,2,3.4,2,1,2,3,2,1,2,2,2,3,4,2,4,1,4,2.33,4,3,3,5,5,4,4,5,2,2,4,4,4,3,3,3,2,5,4,4,3.65,3,5,4,4,4,4,"no",3.4
"1984",37.5,"Female","0","ma","unemployed",10000,"set lighting technician","2",8,"Large-City","United States","","0",0,5,5,5,5,5,5,3,2,3,5,5,3,5,5,4,5,3,3,3,3,5,3.8,5,3,4,5,4,4,5,5,5,5,5,5,3,3,4,4,4,4,5,4,4.3,1,3,3,3,1,2.2,"yes",5
"1985",55,"Female","0","ma","full-time",87500,"senior project manager","28",0,"Large-City","United States","Married","0",0,3,4,3,3,3,3.2,1,2,2,5,5,5,5,3,4,4,1,3,1,4,4,3.27,4,1,3,2,3,5,5,3,3,5,5,5,1,3,3,4,4,5,5,5,3.7,3,3,3,3,1,2.6,"yes",3.2
"1986",19,"Female","0","ltuni","student",10000,NA,"0",0,"Small City","United States","Single","0",0,2,2,3,1,1,1.8,1,1,3,2,1,1,3,3,1,2,3,2,3,2,1,1.93,3,1,2,1,1,1,1,4,3,2,2,3,1,3,4,5,3,3,3,3,2.45,4,3,4,4,5,4,"no",1.8
"1987",55,"Male","1","phd","full-time",250000,"Doctor; Physician","28",0,"Large Town","United States","Married","1",0,4,4,5,4,4,4.2,3,3,4,4,4,3,4,3,5,5,4,3,3,4,3,3.67,4,2,2,4,4,3,4,5,4,3,3,4,5,4,4,5,4,4,4,5,3.85,3,3,4,4,3,3.4,"yes",4.2
"1988",32.5,"Female","0","dip","part-time",10000,"Graphic Designer","4",0,"Large-City","United States","Single","0",0,3,3,3,2,2,2.6,2,2,5,3,3,2,2,3,2,3,3,2,3,2,2,2.6,3,2,3,4,2,2,3,4,4,3,3,4,2,3,3,4,2,4,3,4,3.1,2,3,3,3,2,2.6,"yes",2.6
"1989",45,"Female","1","ma","full-time",45000,"Customer Service","7",2,"Small City","United States","Divorced","0",1,3,1,2,1,1,1.6,1,1,2,3,2,2,2,2,3,2,1,1,2,2,1,1.8,1,1,1,2,1,1,2,2,2,1,4,3,2,2,2,1,1,2,2,1,1.7,3,4,3,2,1,2.6,"no",1.6
